Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute,precision_squared,precision_ssim,precision_psnr,recall_absolute,recall_squared,recall_ssim,recall_psnr,f1-score_absolute,f1-score_squared,f1-score_ssim,f1-score_psnr,support_absolute,support_squared,support_ssim,support_psnr,conf_mat_absolute,conf_mat_squared,conf_mat_ssim,conf_mat_psnr
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,SqueezeExcitation,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.969,0.9565,0.9567,0.9709,0.969,0.9565,0.9567,0.9709,0.969,0.9565,0.9567,0.9709,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8804,0.9344,0.8873,0.9336,0.9356,0.9653,0.9395,0.9649,11475,11475,11475,11475,"9,0,1372,10094","8,1,752,10714","9,0,1293,10173","8,1,761,10705"
C2D_AE_128_3X3_VAE,/localscratch/a24ravi.60666221.0/C2D_28_01_2021_21_48/C2D_AE_128_3X3_VAE|_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3_VAE|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Variational,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9663,0.9704,0.9699,0.9751,0.9663,0.9704,0.9699,0.9751,0.9663,0.9704,0.9699,0.9751,0.1111,0.1111,0.1111,0.092,0.1111,0.1111,0.1111,0.092,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.8606,0.8626,0.9081,0.8654,0.9243,0.9254,0.951,0.9271,11475,11475,11475,11475,"9,0,1600,9866","9,0,1577,9889","9,0,1055,10411","9,0,1544,9922"
CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728290.0/CLSTM_29_01_2021_16_33/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_EXIT_NORMAL/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9276,0.9587,0.9455,0.9123,0.9276,0.9587,0.9455,0.9123,0.9276,0.9587,0.9455,0.9123,0.1525,0.1111,0.1111,0.1531,0.1525,0.1111,0.1111,0.1531,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9992,0.7459,0.9166,0.7381,0.8646,0.8537,0.9557,0.8485,0.9266,11475,11475,11475,11475,"9,0,2916,8550","8,1,956,10510","9,0,3005,8461","9,0,1554,9912"
CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.60846435.0/CLSTM_31_01_2021_19_25/CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SUBWAY_EXIT_NORMAL/CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9779,0.9772,0.9765,0.9784,0.9779,0.9772,0.9765,0.9784,0.9779,0.9772,0.9765,0.9784,0.0794,0.0835,0.0864,0.0699,0.0794,0.0835,0.0864,0.0699,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.9206,0.9137,0.9301,0.9165,0.9579,0.9541,0.963,0.9557,11467,11467,11467,11467,"9,0,910,10548","9,0,990,10468","9,0,801,10657","9,0,957,10501"
CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728290.0/CLSTM_29_01_2021_16_33/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_EXIT_NORMAL/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9731,0.9594,0.9599,0.9731,0.9731,0.9594,0.9599,0.9731,0.9731,0.9594,0.9599,0.9731,0.1111,0.1111,0.1111,0.1107,0.1111,0.1111,0.1111,0.1107,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8869,0.9428,0.8923,0.9407,0.9393,0.9698,0.9423,0.9687,11475,11475,11475,11475,"9,0,1298,10168","8,1,655,10811","9,0,1236,10230","8,1,679,10787"
CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.60846435.0/CLSTM_31_01_2021_19_25/CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SUBWAY_EXIT_NORMAL/CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9781,0.9785,0.9779,0.9785,0.9781,0.9785,0.9779,0.9785,0.9781,0.9785,0.9779,0.9785,0.0782,0.0528,0.0734,0.0755,0.0782,0.0528,0.0734,0.0755,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.9219,0.9267,0.9246,0.9308,0.9586,0.9612,0.96,0.9634,11467,11467,11467,11467,"9,0,896,10562","9,0,841,10617","9,0,865,10593","9,0,793,10665"
CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728290.0/CLSTM_29_01_2021_16_33/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_EXIT_NORMAL/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.965,0.9553,0.9554,0.9683,0.965,0.9553,0.9554,0.9683,0.965,0.9553,0.9554,0.9683,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9991,0.9991,0.9991,0.9991,0.9534,0.9503,0.959,0.9508,0.9754,0.9738,0.9783,0.974,11475,11475,11475,11475,"8,1,534,10932","8,1,569,10897","8,1,470,10996","8,1,564,10902"
CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.60846435.0/CLSTM_31_01_2021_19_25/CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SUBWAY_EXIT_NORMAL/CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9866,0.9863,0.9858,0.9827,0.9866,0.9863,0.9858,0.9827,0.9866,0.9863,0.9858,0.9827,0.0321,0.0327,0.0342,0.0454,0.0321,0.0327,0.0342,0.0454,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.9679,0.9658,0.9547,0.9673,0.9829,0.9819,0.976,0.9826,11467,11467,11467,11467,"9,0,368,11090","9,0,392,11066","9,0,520,10938","9,0,375,11083"
BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.61157563.0/CLSTM2_04_02_2021_16_08/BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL/BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6252,0.6644,0.6493,0.628,0.6498,0.687,0.6464,0.6379,0.6213,0.6452,0.631,0.6398,0.3975,0.3566,0.3842,0.3995,0.4146,0.403,0.4065,0.4133,0.4822,0.466,0.4688,0.4778,0.5111,0.5134,0.5185,0.5146,0.4784,0.4598,0.4737,0.4682,0.5994,0.6073,0.6142,0.614,0.6025,0.6067,0.5919,0.6165,0.6001,0.607,0.5909,0.6147,7200,7200,7200,7200,"2744,1301,1561,1594","2605,1440,1392,1763","2065,1980,958,2197","2771,1274,1487,1668"
BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.61157563.0/CLSTM2_04_02_2021_16_08/BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL/BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.657,0.6753,0.6714,0.64,0.6825,0.6974,0.6891,0.6729,0.6319,0.6426,0.6396,0.6406,0.3765,0.3588,0.3621,0.4016,0.4067,0.4069,0.4089,0.4149,0.4631,0.4599,0.4558,0.4634,0.5025,0.5189,0.5153,0.5066,0.4676,0.4615,0.4651,0.4662,0.6011,0.6054,0.6219,0.6075,0.6036,0.6051,0.6254,0.6075,0.6019,0.6053,0.6099,0.6075,7200,7200,7200,7200,"2720,1325,1529,1626","2614,1431,1412,1743","3214,831,1866,1289","2633,1412,1414,1741"
BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.61157563.0/CLSTM2_04_02_2021_16_08/BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL/BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.7013,0.685,0.6844,0.6361,0.7144,0.7128,0.7138,0.6632,0.6366,0.6455,0.6451,0.6359,0.3607,0.3591,0.3612,0.4079,0.4076,0.3978,0.3975,0.4151,0.4392,0.4424,0.4395,0.461,0.5162,0.5181,0.5172,0.5176,0.4623,0.4582,0.4586,0.467,0.6317,0.6104,0.6339,0.6107,0.6282,0.6085,0.6293,0.6089,0.6006,0.6092,0.6007,0.6096,7200,7200,7200,7200,"3438,607,2070,1085","2570,1475,1344,1811","3457,588,2081,1074","2574,1471,1345,1810"
C23D_AE,/localscratch/a24ravi.60512593.0/C3D_26_01_2021_06_40/C23D_AE|_ADAM_MSE_UCSD1_NORMAL/C23D_AE|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,0,MSE,ADAM,False,False,0.6786,0.7029,0.702,0.6946,0.6886,0.7094,0.7106,0.7045,0.6355,0.6464,0.6461,0.646,0.375,0.3404,0.345,0.3577,0.4006,0.4035,0.4041,0.3956,0.4518,0.441,0.4386,0.4359,0.5206,0.5214,0.5207,0.4982,0.4663,0.4572,0.4573,0.4585,0.6098,0.6389,0.6125,0.6396,0.6085,0.6381,0.6125,0.6386,0.609,0.6185,0.6125,0.6189,7200,7200,7200,7200,"2589,1456,1363,1792","3350,695,1911,1244","2651,1394,1396,1759","3355,690,1912,1243"
C2D,/localscratch/a24ravi.60478098.0/C2D_25_01_2021_18_54/UCSD1_AE_ADAM_MSE_UCSD1_NORMAL/UCSD1_AE_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,0,MSE,ADAM,False,False,0.6646,0.6098,0.6206,0.6625,0.7143,0.6697,0.6702,0.7044,0.6396,0.6247,0.6241,0.6391,0.3826,0.399,0.4054,0.3819,0.4092,0.4161,0.4162,0.4057,0.4549,0.4774,0.466,0.4534,0.5228,0.5281,0.5286,0.5109,0.4602,0.4664,0.4669,0.4609,0.6281,0.6272,0.6167,0.6266,0.6319,0.6256,0.6183,0.6256,0.6208,0.5993,0.6173,0.6003,7200,7200,7200,7200,"3146,899,1751,1404","3404,641,2055,1100","2738,1307,1441,1714","3389,656,2040,1115"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6994,0.699,0.6949,0.6608,0.7175,0.7274,0.7279,0.6882,0.6591,0.6662,0.6655,0.6587,0.376,0.3636,0.3785,0.3876,0.3959,0.4038,0.4041,0.3902,0.4358,0.434,0.4347,0.4472,0.515,0.5078,0.5076,0.5165,0.4521,0.4477,0.448,0.4547,0.6365,0.6582,0.6512,0.6398,0.6396,0.6519,0.6439,0.6432,0.6366,0.6302,0.6183,0.6343,7200,7200,7200,7200,"2918,1127,1468,1687","3455,590,1916,1239","3480,565,1999,1156","3135,910,1659,1496"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_NORMAL_DeNoising/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_NORMAL_DeNoising.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6993,0.6784,0.6791,0.6494,0.7208,0.7258,0.7257,0.6937,0.6513,0.6602,0.6597,0.6515,0.3661,0.3669,0.3704,0.3859,0.4086,0.4093,0.4089,0.3951,0.4354,0.4447,0.4409,0.4506,0.5142,0.5078,0.508,0.5042,0.4553,0.4509,0.4512,0.4586,0.6304,0.6703,0.613,0.6691,0.6338,0.6532,0.6051,0.6531,0.6212,0.6225,0.6067,0.6231,7200,7200,7200,7200,"3186,859,1778,1377","3603,442,2055,1100","2396,1649,1194,1961","3591,454,2044,1111"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3|_ADAM_WEIGHTED_UCSD1_NORMAL/C2D_AE_128_3X3|_ADAM_WEIGHTED_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,False,0.6751,0.6814,0.6836,0.6567,0.69,0.7072,0.7077,0.7024,0.6391,0.6521,0.6517,0.6524,0.38,0.3602,0.3623,0.3918,0.4003,0.4147,0.4161,0.3921,0.4431,0.4422,0.4385,0.4502,0.53,0.5177,0.5175,0.5101,0.4648,0.4547,0.4549,0.4573,0.6112,0.6274,0.6528,0.6276,0.6108,0.6308,0.6454,0.631,0.611,0.6174,0.6203,0.6175,7200,7200,7200,7200,"2629,1416,1386,1769","3194,851,1807,1348","3480,565,1988,1167","3195,850,1807,1348"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3|_ADAM_PSNR_UCSD1_NORMAL/C2D_AE_128_3X3|_ADAM_PSNR_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,PSNR,ADAM,False,False,0.6909,0.685,0.6859,0.6589,0.7103,0.7112,0.7116,0.6866,0.6522,0.6545,0.654,0.6517,0.3746,0.3681,0.3686,0.3826,0.3964,0.4108,0.4114,0.3887,0.4371,0.4389,0.4366,0.448,0.5126,0.509,0.5087,0.5141,0.4548,0.453,0.4532,0.4565,0.6293,0.6485,0.623,0.6494,0.6333,0.6454,0.6218,0.6462,0.6279,0.6252,0.6223,0.6262,7200,7200,7200,7200,"2986,1059,1581,1574","3397,648,1905,1250","2641,1404,1319,1836","3397,648,1899,1256"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_EXP_CAW64/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_EXP_CAW64.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6965,0.6854,0.6805,0.6634,0.7282,0.7204,0.7209,0.7024,0.6593,0.661,0.6607,0.6587,0.3661,0.3639,0.3753,0.3829,0.3921,0.4038,0.4048,0.3869,0.4359,0.4402,0.4398,0.4467,0.5069,0.5158,0.5157,0.5059,0.4521,0.4507,0.4508,0.4548,0.6298,0.6564,0.6215,0.6499,0.6318,0.6482,0.6186,0.6457,0.6305,0.6233,0.6196,0.6242,7200,7200,7200,7200,"2807,1238,1413,1742","3490,555,1978,1177","2575,1470,1276,1879","3420,625,1926,1229"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_EXP_CAW128/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_EXP_CAW128.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.7048,0.6923,0.6851,0.6623,0.7305,0.7245,0.725,0.6934,0.659,0.6614,0.661,0.6566,0.3661,0.3582,0.3737,0.3778,0.3927,0.4059,0.4067,0.3845,0.4371,0.4359,0.4368,0.4493,0.5117,0.5099,0.5099,0.5171,0.452,0.4497,0.4499,0.4563,0.6397,0.6556,0.6237,0.6561,0.6432,0.6506,0.6199,0.6511,0.639,0.6296,0.621,0.6304,7200,7200,7200,7200,"2982,1063,1506,1649","3433,612,1904,1251","2551,1494,1243,1912","3431,614,1898,1257"
C2D_AE_128_3X3,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_EXP_CAW256/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_EXP_CAW256.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6975,0.6821,0.6795,0.6647,0.7227,0.7213,0.7213,0.6973,0.6586,0.6626,0.662,0.659,0.3706,0.3736,0.381,0.3699,0.396,0.4109,0.4114,0.3939,0.4372,0.4403,0.4394,0.4466,0.5137,0.516,0.5159,0.5104,0.4521,0.4491,0.4495,0.4542,0.6263,0.6439,0.6315,0.6449,0.6293,0.6412,0.6333,0.6422,0.6267,0.6201,0.6167,0.6215,7200,7200,7200,7200,"2860,1185,1484,1671","3393,652,1931,1224","3272,773,1867,1288","3390,655,1921,1234"
C2D_AE_128_3X3,/localscratch/a24ravi.60071434.0/C2D_19_01_2021_21_35/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_NORMAL_SVDD/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_NORMAL_SVDD.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6979,0.6838,0.6812,0.6491,0.7185,0.7191,0.7195,0.6811,0.6539,0.6581,0.6577,0.6512,0.3506,0.3637,0.3689,0.3823,0.3995,0.4089,0.4089,0.3931,0.4411,0.4402,0.4392,0.4556,0.5196,0.5121,0.512,0.5221,0.4538,0.4513,0.4515,0.458,0.629,0.6512,0.617,0.6654,0.6321,0.6472,0.6179,0.6522,0.6294,0.6265,0.6174,0.6242,7200,7200,7200,7200,"2875,1170,1479,1676","3414,631,1909,1246","2707,1338,1413,1742","3558,487,2017,1138"
C2D_AE_128_3X3,/localscratch/a24ravi.60054521.0/C2D_19_01_2021_17_34/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6901,0.6835,0.6808,0.661,0.7194,0.7179,0.7184,0.6796,0.6523,0.6587,0.6583,0.6507,0.3562,0.3642,0.371,0.3834,0.3949,0.3997,0.4,0.3893,0.4388,0.4407,0.4392,0.4491,0.5158,0.511,0.5108,0.5086,0.4554,0.4507,0.4509,0.4587,0.6218,0.6479,0.6178,0.6472,0.625,0.6482,0.6138,0.6478,0.6222,0.6336,0.615,0.6336,7200,7200,7200,7200,"2852,1193,1507,1648","3297,748,1785,1370","2525,1520,1261,1894","3285,760,1776,1379"
C2D_AE_128_3X3,/localscratch/a24ravi.60151490.0/C2D_20_01_2021_20_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_UCSD1_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.6837,0.6848,0.6872,0.6483,0.6972,0.7069,0.7076,0.6793,0.6475,0.6481,0.6477,0.6437,0.3701,0.3555,0.3544,0.402,0.4052,0.4116,0.4124,0.3913,0.4428,0.4395,0.4359,0.4537,0.5225,0.5186,0.5184,0.5134,0.4575,0.4558,0.456,0.4615,0.62,0.6335,0.6156,0.6331,0.6238,0.635,0.6092,0.6347,0.6201,0.6185,0.6106,0.6182,7200,7200,7200,7200,"2883,1162,1547,1608","3278,767,1861,1294","2446,1599,1215,1940","3276,769,1861,1294"
C2D_AE_128_3X3,/localscratch/a24ravi.60151490.0/C2D_20_01_2021_20_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_UCSD1_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,PSNR,ADAM,False,True,0.6894,0.6935,0.6917,0.6559,0.7132,0.7181,0.7187,0.6857,0.653,0.6591,0.6587,0.6518,0.3666,0.3592,0.3664,0.3948,0.3914,0.406,0.406,0.3901,0.4405,0.4356,0.4346,0.4516,0.5192,0.5141,0.514,0.519,0.4542,0.4509,0.4512,0.4571,0.6267,0.6743,0.6204,0.6747,0.6293,0.6597,0.6188,0.6601,0.6273,0.6332,0.6194,0.6337,7200,7200,7200,7200,"2833,1212,1457,1698","3572,473,1977,1178","2616,1429,1316,1839","3572,473,1974,1181"
C2D_AE_128_3X3,/localscratch/a24ravi.60151490.0/C2D_20_01_2021_20_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_DeNoising/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_DeNoising.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,True,0.6881,0.6653,0.664,0.6489,0.7073,0.699,0.6995,0.6623,0.6382,0.6462,0.6459,0.6412,0.3545,0.3713,0.3736,0.3901,0.4054,0.4114,0.4121,0.4037,0.441,0.449,0.4468,0.4545,0.5227,0.5195,0.5193,0.5299,0.4627,0.4583,0.4584,0.4643,0.6024,0.6264,0.608,0.6271,0.5931,0.6288,0.5908,0.6296,0.5946,0.6116,0.5911,0.613,7200,7200,7200,7200,"2317,1728,1202,1953","3262,783,1890,1265","2148,1897,1049,2106","3255,790,1877,1278"
C2D_AE_128_3X3,/localscratch/a24ravi.60173281.0/C2D_21_01_2021_04_52/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_OPTICAL_FLOW/C2D_AE_128_3X3|_ADAM_MSE_UCSD1_OPTICAL_FLOW.pkl,Normal,UCSD1,OPTICAL_FLOW,128,MSE,ADAM,False,False,0.6126,0.6318,0.6272,0.5362,0.6188,0.6956,0.6981,0.5296,0.5598,0.6419,0.6448,0.4935,0.4218,0.4124,0.4143,0.4737,0.4692,0.407,0.4063,0.5164,0.4931,0.4866,0.4898,0.5463,0.5574,0.5057,0.5039,0.5946,0.558,0.4871,0.4846,0.5809,0.6386,0.6633,0.6707,0.648,0.5346,0.5743,0.471,0.5778,0.4873,0.5459,0.3459,0.5572,7200,7200,7200,7200,"1015,3030,321,2834","1352,2693,372,2783","291,3754,55,3100","1488,2557,483,2672"
C2D_AE_128_3X3,/localscratch/a24ravi.60173281.0/C2D_21_01_2021_04_52/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_OPTICAL_FLOW/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_UCSD1_OPTICAL_FLOW.pkl,Normal,UCSD1,OPTICAL_FLOW,128,MSE,ADAM,False,True,0.467,0.4788,0.4754,0.4794,0.5392,0.5579,0.5575,0.4899,0.473,0.5143,0.5146,0.4411,0.5195,0.5103,0.5122,0.4998,0.5208,0.4929,0.4935,0.5466,0.5992,0.5951,0.5978,0.6053,0.6031,0.5856,0.5862,0.6193,0.5934,0.5742,0.5745,0.6453,0.5426,0.5566,0.6463,0.5542,0.4551,0.5185,0.4625,0.5211,0.3412,0.5044,0.3301,0.5111,7200,7200,7200,7200,"314,3731,192,2963","1439,2606,861,2294","233,3812,58,3097","1535,2510,938,2217"
C2D_AE_128_3X3,MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6883,0.6725,0.6673,0.6433,0.7191,0.72,0.72,0.6995,0.6554,0.6598,0.6586,0.6585,0.3826,0.3781,0.3914,0.4038,0.4,0.4133,0.4141,0.3943,0.4399,0.4474,0.447,0.4568,0.5157,0.5162,0.5165,0.5109,0.4544,0.4513,0.4521,0.456,0.6284,0.6449,0.6604,0.646,0.6322,0.6417,0.6471,0.6433,0.628,0.62,0.6171,0.623,7200,7200,7200,7200,"2938,1107,1541,1614","3404,641,1939,1216","3563,482,2059,1096","3389,656,1912,1243"
C2D_AE_128_3X3,MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6893,0.6819,0.6779,0.6526,0.7215,0.7264,0.7265,0.6952,0.6568,0.6616,0.6606,0.657,0.3841,0.3607,0.3743,0.3923,0.3946,0.4026,0.4044,0.3936,0.4399,0.4418,0.4414,0.4513,0.5148,0.512,0.5127,0.5137,0.4536,0.4502,0.4509,0.4569,0.6371,0.6456,0.6607,0.6402,0.6403,0.6421,0.6508,0.641,0.6372,0.6202,0.6252,0.6251,7200,7200,7200,7200,"2923,1122,1468,1687","3410,635,1942,1213","3514,531,1983,1172","3292,753,1832,1323"
