Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6855,0.6689,0.6649,0.6289,0.6982,0.6792,0.6763,0.6686,0.6351,0.6392,0.6367,0.6375,0.361,0.3562,0.3641,0.4089,0.413,0.4091,0.4104,0.4133,0.6051,0.5931,0.6089,0.5874,,,,,0.5787,0.5878,0.5817,0.573,0.6542,0.6465,0.5981,0.6514,0.6425,0.6432,0.5915,0.6521,0.6437,0.6442,0.5931,0.6517,7200,7200,7200,7200,"2451,1594,980,2175","2650,1395,1174,1981","2380,1665,1276,1879","2822,1223,1282,1873",0.6072,0.6089,0.627,0.6116,0.6092,0.6133,0.6285,0.616,0.6079,0.6089,0.6091,0.6114,7200,7200,7200,7200,"2715,1330,1484,1671","2871,1174,1610,1545","3303,742,1933,1222","2884,1161,1604,1551"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.7009,0.6801,0.6827,0.6498,0.7207,0.7075,0.7078,0.6777,0.6348,0.6455,0.6448,0.6395,0.3566,0.3632,0.3655,0.4043,0.4089,0.4006,0.401,0.4126,0.6357,0.618,0.6339,0.6047,,,,,0.5932,0.6043,0.603,0.58,0.6563,0.6606,0.6234,0.656,0.6557,0.6635,0.6275,0.6585,0.656,0.659,0.6152,0.6509,7200,7200,7200,7200,"2782,1263,1216,1939","3074,971,1452,1703","3152,893,1789,1366","3161,884,1575,1580",0.6399,0.6387,0.6374,0.6366,0.6289,0.6333,0.6319,0.6329,0.5926,0.6056,0.6035,0.6072,7200,7200,7200,7200,"3560,485,2187,968","3463,582,2058,1097","3468,577,2073,1082","3430,615,2028,1127"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6004,0.6111,0.638,0.6043,0.6382,0.6977,0.6623,0.6237,0.6188,0.6376,0.6231,0.6089,0.4257,0.4398,0.3844,0.4129,0.4158,0.4098,0.4174,0.4228,0.5249,0.5432,0.5629,0.5321,,,,,0.5446,0.5946,0.5507,0.5342,0.5924,0.6275,0.5956,0.5929,0.5649,0.6139,0.5872,0.5985,0.5612,0.6149,0.5888,0.5924,7200,7200,7200,7200,"1859,2186,947,2208","2306,1739,1041,2114","2319,1726,1246,1909","2864,1181,1710,1445",0.615,0.6282,0.6031,0.6496,0.6188,0.6289,0.609,0.6375,0.6003,0.6082,0.5995,0.6045,7200,7200,7200,7200,"3242,803,1942,1213","3328,717,1955,1200","3007,1038,1777,1378","3558,487,2123,1032"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.7051,0.6811,0.6799,0.634,0.7097,0.7146,0.715,0.6619,0.6404,0.654,0.6533,0.6385,0.3476,0.3639,0.363,0.4035,0.4064,0.4006,0.4011,0.4163,0.6312,0.6113,0.626,0.5895,,,,,0.5911,0.6048,0.6033,0.5706,0.6681,0.6478,0.6028,0.6638,0.6703,0.6364,0.5978,0.6436,0.6642,0.6376,0.5992,0.6436,7200,7200,7200,7200,"3163,882,1492,1663","2433,1612,1006,2149","2441,1604,1292,1863","2314,1731,835,2320",0.6048,0.6136,0.6212,0.6134,0.5962,0.6178,0.6222,0.6168,0.5978,0.6135,0.5989,0.6139,7200,7200,7200,7200,"2348,1697,1210,1945","2882,1163,1589,1566","3342,703,2017,1138","2822,1223,1536,1619"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6974,0.6856,0.6826,0.6285,0.7216,0.7076,0.7062,0.6775,0.6473,0.6568,0.6557,0.6449,0.3708,0.3556,0.3572,0.4198,0.4002,0.3978,0.4,0.4151,0.6359,0.6144,0.6303,0.602,,,,,0.6043,0.6071,0.6053,0.5787,0.6732,0.6658,0.662,0.6627,0.6736,0.6683,0.6351,0.6472,0.6646,0.6655,0.5893,0.648,7200,7200,7200,7200,"3270,775,1575,1580","3025,1020,1368,1787","3703,342,2285,870","2402,1643,897,2258",0.6111,0.6158,0.6381,0.6195,0.6153,0.619,0.6378,0.6229,0.6111,0.6164,0.6189,0.6198,7200,7200,7200,7200,"2869,1176,1594,1561","2820,1225,1518,1637","3337,708,1900,1255","2856,1189,1526,1629"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.567,0.5934,0.6049,0.6447,0.587,0.6464,0.6402,0.6499,0.5871,0.6272,0.6222,0.6271,0.4542,0.4295,0.418,0.3909,0.419,0.4011,0.4027,0.402,0.5079,0.5193,0.5251,0.5998,,,,,0.5158,0.53,0.522,0.5634,0.555,0.5928,0.6185,0.5899,0.551,0.5778,0.6203,0.5607,0.5524,0.5785,0.6191,0.5561,7200,7200,7200,7200,"2305,1740,1493,1662","2136,1909,1131,2024","2753,1292,1442,1713","1813,2232,931,2224",0.5883,0.6051,0.6129,0.6073,0.585,0.5975,0.6161,0.6082,0.5862,0.599,0.6136,0.6077,7200,7200,7200,7200,"2446,1599,1389,1766","2374,1671,1227,1928","2806,1239,1525,1630","2670,1375,1446,1709"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.5704,0.6028,0.6101,0.653,0.5811,0.6487,0.6289,0.6378,0.5839,0.6273,0.6136,0.6216,0.448,0.4171,0.4096,0.3832,0.4265,0.399,0.4063,0.4067,0.5122,0.5211,0.5246,0.5973,,,,,0.5215,0.5323,0.5117,0.5603,0.5676,0.6074,0.6266,0.5954,0.5422,0.5821,0.6249,0.5803,0.5386,0.5799,0.6256,0.581,7200,7200,7200,7200,"1784,2261,1035,2120","1974,2071,938,2217","2632,1413,1288,1867","2145,1900,1122,2033",0.5819,0.6024,0.6038,0.608,0.5729,0.6008,0.6047,0.6054,0.5745,0.6015,0.6042,0.6064,7200,7200,7200,7200,"2252,1793,1282,1873","2555,1490,1384,1771","2656,1389,1457,1698","2539,1506,1335,1820"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6684,0.722,0.7308,0.6711,0.6581,0.7235,0.7233,0.6804,0.615,0.6595,0.6591,0.6391,0.381,0.3471,0.3284,0.3805,0.3925,0.399,0.399,0.3889,0.6263,0.6532,0.6687,0.6118,,,,,0.5524,0.6166,0.6164,0.6072,0.6525,0.6893,0.6333,0.681,0.6554,0.671,0.6351,0.6828,0.652,0.6713,0.6339,0.6774,7200,7200,7200,7200,"3001,1044,1437,1718","2450,1595,774,2381","2813,1232,1395,1760","3190,855,1429,1726",0.6199,0.6447,0.6239,0.6446,0.6171,0.6476,0.6217,0.6476,0.6181,0.6388,0.6225,0.6391,7200,7200,7200,7200,"2573,1472,1285,1870","3153,892,1645,1510","2605,1440,1284,1871","3144,901,1636,1519"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.5093,0.5452,0.5442,0.6566,0.5138,0.5559,0.5561,0.6623,0.5027,0.5295,0.5297,0.6349,0.4819,0.4634,0.4631,0.3891,0.4848,0.4537,0.4539,0.3838,0.5643,0.5286,0.5293,0.5878,,,,,0.6025,0.582,0.5819,0.5441,0.536,0.548,0.6262,0.5491,0.509,0.5254,0.6122,0.5306,0.5022,0.5225,0.6132,0.5297,7200,7200,7200,7200,"1576,2469,1066,2089","1753,2292,1125,2030","2293,1752,1040,2115","1863,2182,1198,1957",0.559,0.5619,0.6249,0.5616,0.5297,0.5515,0.6229,0.5512,0.5231,0.5531,0.6237,0.5528,7200,7200,7200,7200,"1649,2396,990,2165","2139,1906,1323,1832","2619,1426,1289,1866","2138,1907,1324,1831"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6923,0.679,0.6737,0.622,0.7189,0.7112,0.7097,0.6774,0.6425,0.6542,0.6523,0.6436,0.3691,0.3503,0.3468,0.433,0.4051,0.3981,0.4014,0.4109,0.6323,0.6005,0.6108,0.5979,,,,,0.5942,0.605,0.6029,0.5771,0.6681,0.6591,0.6185,0.6572,0.6706,0.6574,0.6221,0.6546,0.6655,0.658,0.6051,0.6555,7200,7200,7200,7200,"3127,918,1454,1701","2747,1298,1169,1986","3229,816,1905,1250","2710,1335,1152,2003",0.602,0.6174,0.6339,0.6204,0.5964,0.6207,0.6344,0.6233,0.5979,0.6179,0.6158,0.621,7200,7200,7200,7200,"2420,1625,1281,1874","2835,1210,1521,1634","3316,729,1903,1252","2824,1221,1491,1664"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD1_NORMAL-{CRN}_.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6995,0.6838,0.6846,0.6475,0.7153,0.7163,0.7172,0.6697,0.638,0.6452,0.6448,0.6368,0.3597,0.3495,0.3553,0.3997,0.4059,0.4002,0.4022,0.4118,0.6323,0.6121,0.6266,0.5946,,,,,0.5967,0.6026,0.6017,0.5758,0.6684,0.6637,0.6155,0.6601,0.67,0.6658,0.6179,0.6586,0.6624,0.6639,0.6162,0.6592,7200,7200,7200,7200,"3213,832,1544,1611","2968,1077,1329,1826","2773,1272,1479,1676","2759,1286,1172,1983",0.6049,0.6089,0.6033,0.609,0.6028,0.6075,0.5872,0.6054,0.6036,0.6081,0.5877,0.6066,7200,7200,7200,7200,"2545,1500,1360,1795","2583,1462,1364,1791","2154,1891,1081,2074","2510,1535,1306,1849"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8246,0.829,0.8271,0.8511,0.877,0.8366,0.8354,0.9422,0.708,0.7178,0.7147,0.7913,0.2104,0.2124,0.2459,0.2084,0.3923,0.3425,0.344,0.2761,0.6844,0.6821,0.6796,0.672,,,,,0.723,0.7361,0.7368,0.6975,0.8637,0.8492,0.8611,0.8565,0.7627,0.8169,0.7716,0.7876,0.788,0.8283,0.7951,0.8073,2010,2010,2010,2010,"1221,427,50,312","1389,259,109,253","1247,401,58,304","1295,353,74,288",0.8392,0.8071,0.8587,0.8085,0.503,0.599,0.6766,0.6149,0.5431,0.6446,0.714,0.6592,2010,2010,2010,2010,"672,976,23,339","919,729,77,285","1029,619,31,331","954,694,80,282"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8321,0.8037,0.798,0.8576,0.9022,0.8346,0.8409,0.9315,0.7014,0.7167,0.7146,0.7889,0.228,0.2348,0.2542,0.2257,0.4199,0.378,0.3757,0.2767,0.6829,0.6935,0.6941,0.6686,,,,,0.7202,0.7288,0.7295,0.698,0.8534,0.8352,0.8559,0.8448,0.7259,0.7308,0.7119,0.7856,0.7567,0.7595,0.7449,0.804,2010,2010,2010,2010,"1149,499,52,310","1189,459,82,280","1113,535,44,318","1311,337,94,268",0.8245,0.8334,0.8449,0.8371,0.509,0.5294,0.6905,0.5323,0.5518,0.5726,0.7262,0.5753,2010,2010,2010,2010,"698,950,37,325","734,914,32,330","1079,569,53,309","737,911,29,333"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8839,0.8328,0.8383,0.8633,0.9394,0.8609,0.8619,0.962,0.7016,0.7068,0.7057,0.7622,0.1966,0.221,0.2182,0.2072,0.4276,0.3944,0.3914,0.3287,0.6584,0.6771,0.6726,0.6733,,,,,0.7206,0.7368,0.7383,0.7072,0.8679,0.8536,0.8836,0.8586,0.7851,0.7801,0.7015,0.8134,0.8066,0.801,0.736,0.8276,2010,2010,2010,2010,"1269,379,53,309","1281,367,75,287","1053,595,5,357","1360,288,87,275",0.7997,0.8204,0.8483,0.8142,0.7751,0.5353,0.6308,0.5597,0.7854,0.5805,0.6724,0.6061,2010,2010,2010,2010,"1371,277,175,187","760,888,46,316","940,708,34,328","821,827,58,304"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8927,0.8472,0.8382,0.8456,0.948,0.8776,0.8778,0.9378,0.7058,0.7208,0.7186,0.7568,0.1989,0.2184,0.232,0.2294,0.4365,0.3729,0.3757,0.3418,0.6555,0.6755,0.6761,0.6794,,,,,0.7202,0.7266,0.7283,0.7072,0.8756,0.8574,0.8777,0.8613,0.7154,0.7373,0.7453,0.7677,0.7483,0.7665,0.7742,0.7919,2010,2010,2010,2010,"1094,554,18,344","1170,478,50,312","1159,489,23,339","1237,411,56,306",0.8014,0.8373,0.8459,0.8388,0.7791,0.5468,0.5945,0.5498,0.7886,0.5905,0.6378,0.5934,2010,2010,2010,2010,"1379,269,175,187","768,880,31,331","863,785,30,332","773,875,30,332"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8616,0.8196,0.821,0.8523,0.9146,0.8213,0.8233,0.9515,0.7017,0.7272,0.7242,0.7867,0.2182,0.2431,0.2433,0.2354,0.432,0.3556,0.3564,0.2888,0.6669,0.6804,0.6772,0.6701,,,,,0.7183,0.7245,0.7255,0.6985,0.8619,0.855,0.863,0.8533,0.8289,0.8279,0.7,0.8209,0.8399,0.8375,0.7347,0.8321,2010,2010,2010,2010,"1397,251,93,269","1409,239,107,255","1076,572,31,331","1392,256,104,258",0.801,0.8333,0.8578,0.8303,0.791,0.5527,0.6846,0.5682,0.7956,0.5971,0.7211,0.613,2010,2010,2010,2010,"1416,232,188,174","785,863,36,326","1048,600,34,328","822,826,42,320"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8625,0.8141,0.8162,0.858,0.9263,0.8563,0.8574,0.9495,0.6954,0.7027,0.7002,0.7553,0.2072,0.2265,0.221,0.2033,0.4475,0.3914,0.3914,0.3177,0.6675,0.6906,0.6856,0.6764,,,,,0.7225,0.7406,0.7419,0.7117,0.8625,0.8556,0.8764,0.853,0.8144,0.804,0.7388,0.8119,0.8291,0.8199,0.7686,0.8254,2010,2010,2010,2010,"1355,293,80,282","1340,308,86,276","1146,502,23,339","1367,281,97,265",0.7955,0.8216,0.8374,0.8251,0.7796,0.5468,0.6169,0.5398,0.7866,0.5922,0.6599,0.5846,2010,2010,2010,2010,"1393,255,188,174","784,864,47,315","922,726,44,318","765,883,42,320"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.881,0.844,0.8415,0.8185,0.866,0.8242,0.8246,0.8706,0.6821,0.6802,0.6776,0.673,0.1985,0.2124,0.2238,0.284,0.4669,0.4558,0.4628,0.4654,0.6588,0.673,0.6727,0.686,,,,,0.7209,0.7244,0.7256,0.7261,0.8806,0.8596,0.8678,0.8626,0.7652,0.7517,0.693,0.7746,0.7912,0.7787,0.7285,0.7976,2010,2010,2010,2010,"1201,447,25,337","1201,447,52,310","1054,594,23,339","1252,396,57,305",0.8024,0.7926,0.7964,0.7947,0.792,0.7701,0.7816,0.7736,0.7968,0.7798,0.7882,0.7827,2010,2010,2010,2010,"1416,232,186,176","1371,277,185,177","1397,251,188,174","1377,271,184,178"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.9077,0.8707,0.8706,0.7975,0.9189,0.8423,0.8424,0.8896,0.6984,0.7122,0.7101,0.7065,0.162,0.1826,0.1936,0.2992,0.4558,0.389,0.3871,0.4088,0.6504,0.6611,0.6612,0.6972,,,,,0.7209,0.7232,0.7247,0.7211,0.8948,0.8687,0.8773,0.8733,0.8025,0.7746,0.6756,0.8119,0.8232,0.7982,0.7127,0.8288,2010,2010,2010,2010,"1268,380,17,345","1242,406,47,315","1004,644,8,354","1328,320,58,304",0.8089,0.836,0.8392,0.8377,0.796,0.5323,0.5184,0.5299,0.8018,0.5755,0.5601,0.5726,2010,2010,2010,2010,"1414,234,176,186","738,910,30,332","705,943,25,337","731,917,28,334"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.6376,0.7355,0.7035,0.7011,0.7419,0.8154,0.7473,0.7676,0.6202,0.6641,0.6379,0.6588,0.3812,0.2931,0.2928,0.3325,0.4088,0.4312,0.4132,0.3978,0.7665,0.7243,0.7426,0.7416,,,,,0.7674,0.7387,0.7607,0.7471,0.8025,0.8239,0.8115,0.8162,0.5348,0.6945,0.6249,0.6995,0.5821,0.7288,0.6682,0.7324,2010,2010,2010,2010,"778,870,65,297","1119,529,85,277","973,675,79,283","1143,505,99,263",0.7594,0.7684,0.8062,0.834,0.6164,0.6537,0.4532,0.4358,0.6599,0.6909,0.4914,0.4652,2010,2010,2010,2010,"1030,618,153,209","1108,540,156,206","592,1056,43,319","533,1115,19,343"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.7728,0.7994,0.7882,0.8546,0.848,0.8539,0.8381,0.954,0.677,0.6917,0.6882,0.7359,0.2514,0.2403,0.2376,0.232,0.4116,0.3956,0.395,0.3711,0.71,0.701,0.6991,0.6727,,,,,0.7346,0.737,0.738,0.7122,0.8386,0.8433,0.8769,0.8459,0.7269,0.7692,0.6846,0.7453,0.7566,0.791,0.7208,0.7722,2010,2010,2010,2010,"1174,474,75,287","1271,377,87,275","1024,624,10,352","1207,441,71,291",0.8267,0.8204,0.8234,0.8165,0.4771,0.4692,0.5701,0.4846,0.5158,0.5076,0.6156,0.5259,2010,2010,2010,2010,"627,1021,30,332","615,1033,34,328","834,814,50,312","652,996,40,322"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8591,0.8281,0.8261,0.8264,0.9168,0.8348,0.8391,0.9367,0.7147,0.7236,0.7219,0.7827,0.1989,0.2042,0.2226,0.2407,0.3947,0.358,0.3554,0.2925,0.6701,0.6817,0.6797,0.6844,,,,,0.7175,0.7304,0.731,0.6995,0.8674,0.8545,0.851,0.86,0.8383,0.804,0.7502,0.7915,0.8481,0.8197,0.7767,0.8109,2010,2010,2010,2010,"1413,235,90,272","1342,306,88,274","1211,437,65,297","1299,349,70,292",0.822,0.8311,0.8538,0.833,0.5388,0.5726,0.6672,0.5776,0.584,0.6174,0.7056,0.6222,2010,2010,2010,2010,"766,882,45,317","831,817,42,320","1014,634,35,327","840,808,41,321"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8047,0.8114,0.8116,0.827,0.8674,0.8859,0.8637,0.8925,0.6994,0.7095,0.7068,0.7499,0.2294,0.2265,0.2257,0.2376,0.4035,0.3853,0.3867,0.3315,0.6967,0.6948,0.6898,0.685,,,,,0.7258,0.7309,0.7307,0.7144,0.8541,0.8554,0.8494,0.8511,0.7572,0.7726,0.7393,0.796,0.7827,0.7953,0.7676,0.813,2010,2010,2010,2010,"1223,425,63,299","1259,389,68,294","1187,461,63,299","1327,321,89,273",0.8397,0.8369,0.8391,0.8359,0.49,0.5104,0.6214,0.5184,0.5285,0.5517,0.664,0.5605,2010,2010,2010,2010,"644,1004,21,341","690,958,26,336","930,718,43,319","708,940,28,334"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8494,0.8368,0.8361,0.8607,0.9037,0.864,0.8655,0.9368,0.7003,0.7252,0.7214,0.7863,0.2017,0.2044,0.2072,0.196,0.4227,0.3598,0.362,0.3004,0.6756,0.6753,0.6745,0.6666,,,,,0.7204,0.7277,0.729,0.6995,0.864,0.8593,0.8687,0.8614,0.81,0.801,0.801,0.794,0.8259,0.8182,0.8195,0.813,2010,2010,2010,2010,"1340,308,74,288","1325,323,77,285","1308,340,60,302","1303,345,69,293",0.8294,0.8314,0.8557,0.8289,0.506,0.5692,0.6935,0.5851,0.5478,0.6139,0.729,0.6299,2010,2010,2010,2010,"687,961,32,330","823,825,41,321","1071,577,39,323","861,787,47,315"
CGRU_AE_128_3X3_SEQ2SEQ_L,CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Seq2Seq,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8526,0.8112,0.8141,0.8178,0.8826,0.8116,0.8105,0.8141,0.6169,0.5931,0.5894,0.5965,0.2293,0.2864,0.2857,0.2675,0.4752,0.4658,0.4689,0.4689,0.6851,0.7038,0.6995,0.7022,,,,,0.7527,0.753,0.7548,0.7647,0.8661,0.865,0.8635,0.859,0.7294,0.6228,0.6672,0.6437,0.7626,0.6683,0.709,0.6879,1914,1914,1914,1914,"1113,479,39,283","889,703,19,303","983,609,28,294","939,653,29,293",0.7978,0.8213,0.7879,0.8243,0.7665,0.8182,0.7341,0.8234,0.7796,0.8197,0.7552,0.8238,1914,1914,1914,1914,"1312,280,167,155","1411,181,167,155","1247,345,164,158","1421,171,167,155"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8061,0.8189,0.8244,0.8434,0.87,0.8848,0.876,0.9421,0.6848,0.6962,0.6938,0.7474,0.229,0.2269,0.2254,0.2403,0.4217,0.4126,0.4088,0.3508,0.6961,0.6891,0.6846,0.6808,,,,,0.728,0.7379,0.7386,0.7098,0.8475,0.8552,0.8807,0.8485,0.7821,0.7612,0.704,0.7672,0.8017,0.786,0.7382,0.7901,2010,2010,2010,2010,"1297,351,87,275","1231,417,63,299","1062,586,9,353","1257,391,77,285",0.8288,0.823,0.8295,0.8241,0.4891,0.5229,0.5925,0.5289,0.5291,0.5671,0.6371,0.5733,2010,2010,2010,2010,"651,997,30,332","730,918,41,321","877,771,48,314","742,906,41,321"
